13867	16770	145.226	331.006	144.168	27.2188	26.374	-0.893424	1	1	1	1	1	235.998	171.799	131.891	3.82142	-346.873	-359.144	236.446	203.488	171.794	132.822	68.8535	3.81064	-346.752	-355.654	-359.143	4.05352	9	0	67.6212	26.4093	7.22223	-357.93	26.4093	7.22223	-357.93	
13867	17913	256.291	3.36848e+10	256.276	-99999	-19.629	-0.635113	1	1	1	1	1	138.494	78.3934	132.788	-33.6567	48.498	233.804	138.52	108.52	78.4159	132.794	49.7	-33.6567	48.4904	141.307	233.804	35158.2	14	0	3.36848e+10	-19.5929	-42.3222	256.061	-19.5929	-42.3222	256.061	
13867	18074	222.284	1142.81	221.169	-99999	19.418	-0.40773	1	1	1	1	1	222.258	305.938	132.14	40.3602	-442.284	-259.313	227.937	270.355	312.073	132.525	86.9561	40.2799	-443.047	-350.983	-259.174	36.338	6	0	686.56	19.4528	4.82005	-236.388	19.4528	4.82005	-236.388	
13867	22061	266.973	597.196	266.581	96.4954	95.45	-0.930801	1	1	1	1	1	164.3	249.811	133.574	-107.048	203.179	270.3	164.296	197.037	249.977	133.595	11.3771	-107.365	203.173	245.136	270.297	4.75497	7	0	69.7601	95.4755	-20.7016	244.502	95.4755	-20.7016	244.502	
13867	20433	190.363	1001.23	189.778	-99999	4.821	-0.462174	1	1	1	1	1	189.378	75.419	132.753	45.7448	282.011	406.327	189.733	132.594	75.4135	133.021	89.3721	45.7448	281.638	343.997	406.327	6.93902	18	0	364.486	4.84951	23.4823	423.219	4.84951	23.4823	423.219	
13867	22101	84.0496	213.253	82.7542	57.8459	57.718	-0.793308	1	1	0	0	0	214.045	196.828	133.862	69.0002	157.059	205.09	214.045	204.736	196.792	133.862	102.076	67.8857	157.059	182.849	205.74	4.96453	19	0	78.2658	57.7558	22.634	198.655	57.7558	22.634	198.655	
13867	2763	310.693	752.242	310.185	80.1969	78.445	-0.99765	1	1	1	1	1	213.052	193.881	133.542	-162.308	-699.825	-626.474	213.052	200.616	193.873	133.542	-17.983	-162.562	-699.825	-670.364	-626.115	10.8092	14	0	73.8701	78.4692	-28.2865	-636.916	78.4692	-28.2865	-636.916	
13867	5317	67.8344	176.446	67.3778	-99999	20.954	-0.88925	1	1	0	0	0	156.59	190.748	130.82	72.9385	751.981	753.113	156.358	172.144	190.724	131.224	101.263	72.9385	751.971	753.548	753.113	5.02896	7	0	76.2552	20.9923	29.3991	744.164	20.9923	29.3991	744.164	
13867	5156	193.744	464.343	193.112	-99999	20.006	-0.964304	1	1	1	1	1	124.947	92.1114	133.671	-50.7821	5.69569	46.4518	124.953	107.866	91.918	133.772	42.4918	-51.2709	5.67655	32.7183	46.4106	6.52	6	0	80.0447	20.0227	2.42937	36.2963	20.0227	2.42937	36.2963	
13867	9456	232.608	551.96	232.246	95.3216	95.062	-0.75129	1	1	1	1	1	241.005	89.6375	133.369	-35.6319	200.218	248.255	241.005	165.552	89.3684	133.369	48.6144	-35.8617	200.218	225.468	248.305	4.1925	8	0	87.8998	95.9238	-40.7375	-123.588	-10.4362	-84.7491	343.283	
13868	48544	395.877	1667.39	395.097	-99999	88.233	-0.644412	1	1	1	1	1	129.923	224.234	134.399	-99.4664	-623.046	-318.96	116.043	163.817	210.47	134.465	17.5015	-99.8194	-623.123	-470.786	-318.394	5.83288	15	0	554.314	88.27	-23.1254	-398.988	66.33	-24.2191	-488.315	
13867	5650	104.726	239.574	104.596	-99999	-17.947	-0.974889	1	1	1	0	0	296.013	255.727	133.782	37.9483	-801.418	-795.708	290.393	273.51	250.034	133.782	84.4576	37.8435	-801.418	-798.563	-795.714	4.36643	8	0	68.5381	-17.9185	31.6343	-775.105	-17.9185	31.6343	-775.105	
13867	6450	317.255	728.581	317.236	-99999	-48.605	-0.901468	1	1	1	1	1	205.61	173.913	131.504	-146.668	707.128	849.586	205.665	191.404	173.968	131.504	-10.7019	-146.668	707.128	775.507	849.586	4.70147	15	0	85.9519	-48.5781	-23.2207	753.657	-48.5781	-23.2207	753.657	
13867	9650	439.534	821.909	437.179	-99999	104.305	-0.660454	1	1	1	1	1	147.421	155.964	134.292	-169.284	366.627	676.676	147.301	143.805	155.966	134.292	-19.1137	-170.451	366.627	523.836	678.338	4.44728	15	0	75.6152	104.342	-20.7968	527.382	104.342	-20.7968	527.382	
