263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.00384179	1.13647
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.0115254	100.988
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.012043	6.60647
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.317603	0.829795
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.536378	2.59376
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.796218	11.3661
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.805186	0.707718
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.812483	0.751451
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.813006	0.816657
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.816688	8.13339
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.831193	0.765159
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	0.832601	10.7039
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	3.7316	0.327524
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	3.74513	0.318937
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	3.94345	0.297848
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	4.60242	0.3061
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	4.79764	0.322011
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	4.80746	0.357241
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	4.81983	2.0746
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	5.00447	0.453818
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	5.2158	2.32762
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	5.21624	9.3529
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	5.42721	0.377241
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	5.62998	5.50253
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	5.85174	0.670581
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	6.05198	0.30789
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	6.24503	0.358777
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	7.05748	0.297334
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	7.05987	0.449999
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	7.39144	0.26648
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	7.59684	1.77224
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	7.65876	0.313065
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	7.82075	4.30852
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	7.83432	0.522248
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	7.84905	0.305611
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.00111	1.31333
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.01518	4.28454
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.02923	1.64075
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.05037	0.286332
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.20947	0.579021
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.22353	2.36885
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.23876	0.51845
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.40394	0.261548
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.4194	0.644507
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.66107	0.391496
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.85941	0.283909
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.86621	0.291127
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.8748	0.376115
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	8.886	0.292383
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	9.05073	0.24843
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	9.06035	0.228031
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	9.06237	0.308332
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	9.24695	0.264605
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	9.25048	0.388975
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	9.25419	0.243331
263.169	2170.97	-215.802	-90.3937	19.1682	4.44927	2020.43	9.2586	0.273827
